# SGY_fanqie: Database of Guangyun (廣韻) 3,874 Xiaoyun Representative Characters
#
# Version: 1.1.0
# Date: 6 June 2026
# Last modified: 16 July 2026
#
# Copyright (c) 2026 IKEDA Shoju (Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# CSV Format information:
#
# hanzi                  Chinese character headword in Guangyun (廣韻の見出し字)
# hanzi_alt              Chinese character headword in Qieyun (切韻の見出し字)
# fanqie                 Fanqie in Guangyun (廣韻反切)
# fanqie_alt             Fanqie in Qieyun (切韻反切)
# entry_no               Serial entry number
# fanqie_note            Textual notes on differences among Qieyun系 documents (Qieyun, Wang I/II/III, Tangyun, Guangyun, etc.)
# volume_rhyme_yunmu_raw Volume, sequence number, and rhyme in Guangyun (廣韻の巻・序数・韻)
# volume_rhyme_yunmu     Volume, sequence number, and rhyme in Qieyun (切韻の巻・序数・韻)
# word_id                Location of the character in Guangyun (廣韻所在); corresponding ID in sbgy.xml (8-digit number excluding 'w' prefix)
# wuyun                  Traditional Five Tones classification (五音: 舌音, 唇音, etc.)
# qingzhuo               Fourfold classification of voicing (清濁: 全清, 次清, 全濁, 次濁)
# shengmu                Initial consonant (声母) based on the Thirty-Six Initials (三十六字母) system (Song Dynasty style)
# shengmu_deng           Initial consonant with division (等) number
#
# Features:
# This dataset features an independent initial consonant (声母) classification system
# separate from sbgy.xml and Guangyun.csv (see wuyun / qingzhuo / shengmu / shengmu_deng above).
# The 'fanqie_note' column enables comparative analysis with various Qieyun-lineage primary sources.
#
# Data Quality Notes:
# - The following columns present in earlier working versions of this file were derived
#   from non-original (third-party) data and have been removed as of this revision:
#   rhyme_num, tone_volume_code, rhyme_id, entry_index, entry_subindex,
#   she_kaihe_deng, fanqie_marked.
# - This dataset was compiled and revised intermittently over more than a decade.
#   During that process, a linking error caused misalignment in the 'fanqie_note'
#   column. The affected entries have been corrected to the extent currently possible,
#   but a full, systematic verification of 'fanqie_note' across the entire dataset
#   has not yet been completed. Users should treat 'fanqie_note' with corresponding
#   caution until this review is finished.
hanzi,hanzi_alt,fanqie,fanqie_alt,entry_no,fanqie_note,volume_rhyme_yunmu_raw,volume_rhyme_yunmu,word_id,wuyun,qingzhuo,shengmu,shengmu_deng
葵,葵,渠追,渠隹,168,切3 王2 王3 P3696-1 渠惟 切2 渠追 広,1:6:脂,1:06:脂,124a0301,牙音,全濁,羣,羣合A
追,追,陟隹,陟隹,169,切3 王2 王3 P3696-1 広 莎隹 切2,1:6:脂,1:06:脂,124a0405,舌音,全清,知,端合3
龜,龜,居追,居追,170,切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,124a0501,牙音,全清,見,見合B
蕤,蕤,儒隹,儒隹,171,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,124a0605,半齒音,清濁,日,日合3
衰,衰,所追,所追,172,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,124a0706,齒音,全清,審二,生合2
惟,惟,以追,以隹,173,切2 切3 王2 王3 P3696-1 以追 広,1:6:脂,1:06:脂,124a0803,喉音,清濁,喩,羊合4
㶟,㶟,力追,力追,174,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,124b0101,半舌音,清濁,來,來合3
綏,綏,息遺,息遺,175,切2 切3 西 王2 王3 P3696-1 広,1:6:脂,1:06:脂,124b0401,齒音,全清,心,心合4
逵,逵,渠追,渠追,176,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,124b0703,牙音,全濁,羣,羣合B
眉,眉,武悲,武悲,177,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125a0106,唇音,清濁,明,明B
悲,悲,府眉,府眉,178,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125a0505,唇音,全清,幫,幫B
錐,錐,職追,職追,179,切3 王2 P3696-1 広 止椎 切2 職維 王3,1:6:脂,1:06:脂,125a0601,齒音,全清,照三,章合3
誰,誰,視隹,視隹,180,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125a0705,齒音,全濁,禪,常合3
帷,帷,洧悲,洧悲,181,切2 切3 王3 P3696-1 広 侑悲 王2,1:6:脂,1:06:脂,125a0801,喉音,清濁,于,于合B
邳,邳,符悲,符悲,182,切3 王2 王3 P3696-1 広 蒲悲 切2,1:6:脂,1:06:脂,125a0802,唇音,全濁,並,並B
丕,丕,敷悲,敷悲,183,切3 王2 王3 P3696-1 広 普悲 切2,1:6:脂,1:06:脂,125a1002,唇音,次清,滂,滂B
倠,倠,許維,許維,184,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125b0109,喉音,全清,曉,曉合A
鎚,鎚,直追,直追,185,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125b0206,舌音,全濁,澄,定合3
推,推,叉隹,尺隹,186,切2 切3 王2 王3 P3696-1 叉隹 広,1:6:脂,1:06:脂,125b0305,齒音,次清,穿二,昌合3
胝,胝,丁尼,丁私,187,切3 王2 王3 陟夷 切2 丁尼 広,1:6:脂,1:06:脂,125b0401,舌音,全清,端,端開3
紕,紕,匹夷,匹夷,188,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125b0405,唇音,次清,滂,滂A
嶉,嶉,醉綏,醉綏,189,切2 切3 王2 P3696-1 広 醉唯 王3,1:6:脂,1:06:脂,125b0504,齒音,全清,精,精合4
巋,巋,丘追,丘追,190,切2 切3 王2 王3 P3696-1 広,1:6:脂,1:06:脂,125b0506,牙音,次清,溪,溪合B
狋,狋,牛肌,牛肌,191,切2 広 生肌 王3 牛飢 切3 牛肥 王2 P3696-1 ,1:6:脂,1:06:脂,125b0602,牙音,清濁,疑,疑開B
咦,𣢂,喜夷,虚伊,192,王2⿸厂灭 喜夷 広。咦 ナシ 切2 切3 王3 P3696-1,1:6:脂,1:06:脂,125b0603,喉音,全清,曉,曉開A
,覣,,聚惟,193,,,1:06:脂,,,,,從合4
之,之,止而,止而,194,切2 切3 王2 王3 P3696-1 広/王2 王3 P2016 P2017 広 而止 切2,1:7:之,1:07:之,125b0801,齒音,全清,照三,章3
飴,飴,與之,与之,195,切2 切3 王2 王3 P3696-1 広,1:7:之,1:07:之,125b0902,喉音,清濁,喩,羊4
時,時,市之,市之,196,切2 切3 王2 王3 P3696-1 広,1:7:之,1:07:之,126a0304,齒音,全濁,禪,常3
疑,疑,語其,語基,197,切2 切3 王2 王3 P3696-1 語其 広,1:7:之,1:07:之,126a0502,牙音,清濁,疑,疑3
思,思,息茲,息茲,198,切2 王1 王2 王3 P3696-1 広 息[  ] 切3,1:7:之,1:07:之,126a0601,齒音,全清,心,心4
輜,輺,楚持,楚治,199,切2 切3 王2 楚持 王3 広,1:7:之,1:07:之,126a1006,齒音,次清,穿二,初2
其,其,渠之,渠之,200,切2 切3 王1 王2 王3 広,1:7:之,1:07:之,126b0102,牙音,全濁,羣,羣3
詩,詩,書之,書之,201,切2 王2 王3 P3696-1 広 所之 切3 ,1:7:之,1:07:之,126b0906,齒音,全清,審三,書3
而,而,如之,如之,202,切2 切3 王2 王3 P3696-1 広,1:7:之,1:07:之,126b1006,半齒音,清濁,日,日3
欺,欺,去其,去其,203,切2 切3 王3 広,1:7:之,1:07:之,127a0401,牙音,次清,溪,溪3
姬,姬,居之,居之,204,切2 切3 王1 王3 広,1:7:之,1:07:之,127a0507,牙音,全清,見,見3
詞,詞,似茲,似茲,205,切2 切3 王1 王3 広,1:7:之,1:07:之,127a0803,齒音,全濁,邪,邪4
釐,𨤲,里之,理之,206,切3 王3 理[  ] 王1 里之 切2 広,1:7:之,1:07:之,127a0904,半舌音,清濁,來,來3
葘,⿻巛一⿱田,側持,側持,207,切2 切3 王1 王3 広,1:7:之,1:07:之,127b0205,齒音,全清,照二,莊2
僖,僖,許其,許其,208,切2 切3 王1 王3 広,1:7:之,1:07:之,127b0509,喉音,全清,曉,曉3
醫,醫,於其,於其,209,切2 切3 王1 王3 広,1:7:之,1:07:之,127b0802,喉音,全清,影,影3
癡,癡,丑之,丑之,210,切3 王1 広 出之 切2 刃之 王3 ,1:7:之,1:07:之,127b0905,舌音,次清,徹,透3
治,治,直之,直之,211,切2 切3 王3 広,1:7:之,1:07:之,127b1002,舌音,全濁,澄,定3
蚩,蚩,赤之,赤之,212,切2 切3 王1 広 尺之 王3,1:7:之,1:07:之,127b1005,齒音,次清,穿三,昌3
慈,慈,疾之,疾之,213,切2 切3 王3 広,1:7:之,1:07:之,128a0107,齒音,全濁,從,從4
茲,茲,子之,子之,214,切2 切3 広 子慈 王3,1:7:之,1:07:之,128a0303,齒音,全清,精,精4
茬,茬,士之,士之,215,切2 切3 王3 広,1:7:之,1:07:之,128a0507,齒音,全濁,牀二,崇2
漦,𣺶,俟甾,俟淄,216,切2 切3 王3 俟⿻巛一⿱田 広,1:7:之,1:07:之,128a0601,齒音,全濁,牀二,俟2
抾,抾,丘之,丘之,217,広 ナシ 切2 切3 王3,1:7:之,1:07:之,128a0602,牙音,次清,溪,溪3
䀵,䀵,式其,式其,218,広 ナシ 切2 切3 王3,1:7:之,1:07:之,128a0603,齒音,全清,審三,書3
微,微,無非,無非,219,切2 切3 王3 広/切2 王2 王3 P2016 P2017 広,1:8:微,1:08:微,128a0701,唇音,清濁,微,明3
揮,輝,許歸,許歸,220,切2 切3 王1 王3 広。揮,1:8:微,1:08:微,128a0803,喉音,全清,曉,曉合3
幃,幃,雨非,王非,221,切3 王3 王悲 切2 雨非 広,1:8:微,1:08:微,128a1005,喉音,清濁,于,于合3
霏,霏,芳非,芳非,222,切2 切3 王1 王3 広,1:8:微,1:08:微,128b0306,唇音,次清,敷,滂3
猆,奜,甫微,匪肥,223,切2 切3 王1 王3 甫微 広,1:8:微,1:08:微,128b0501,唇音,全清,非,幫3
肥,肥,符非,符非,224,切2 切3 王1 王3 広,1:8:微,1:08:微,128b0703,唇音,全濁,奉,並3
威,威,於非,於非,225,切2 切3 王1 王3 広,1:8:微,1:08:微,128b0904,喉音,全清,影,影合3
祈,祈,渠希,渠希,226,切2 切3 王1 王3 広,1:8:微,1:08:微,129a0103,牙音,全濁,羣,羣開3
機,機,居依,居希,227,切2 切3 王1 王3 居依 広,1:8:微,1:08:微,129a0503,牙音,全清,見,見開3
希,希,香衣,虚機,228,切2 切3 王1 王3 香依 広,1:8:微,1:08:微,129a0803,喉音,全清,曉,曉開3
依,依,於希,於機,229,切2 切3 王1 王3 於希 広,1:8:微,1:08:微,129a1002,喉音,全清,影,影開3
沂,沂,魚衣,魚機,230,切2 切3 王3 魚衣 広,1:8:微,1:08:微,129b0106,牙音,清濁,疑,疑開3
巍,巍,語韋,語韋,231,切2 切3 王1 王3 広,1:8:微,1:08:微,129b0202,牙音,清濁,疑,疑合3
蘬,蘬,丘韋,丘韋,232,切2 切3 王1 王3 広,1:8:微,1:08:微,129b0401,牙音,次清,溪,溪合3
歸,歸,舉韋,倶韋,233,切2 切3 王1 王3 擧韋 広,1:8:微,1:08:微,129b0204,牙音,全清,見,見合3
魚,魚,語居,語居,234,切2 切3 王1 王3 広/切2 王2 P2016 P2017 広,1:9:魚,1:09:魚,129b0501,牙音,清濁,疑,疑3
初,初,楚居,楚魚,235,切2 切3 王1 王3 楚居 広,1:9:魚,1:09:魚,129b0705,齒音,次清,穿二,初2
書,書,傷魚,傷魚,236,切2 切3 王1 王3 広,1:9:魚,1:09:魚,129b0802,齒音,全清,審三,書3
居,居,九魚,擧魚,237,切2 切3 王1 王3 九魚 広,1:9:魚,1:09:魚,129b1004,牙音,全清,見,見3
渠,渠,強魚,強魚,238,切2 切3 王3 強[  ] 広 王1,1:9:魚,1:09:魚,130a0206,牙音,全濁,羣,羣3
余,余,以諸,与魚,239,切2 切3 王1 王3 以諸 広,1:9:魚,1:09:魚,130a0706,喉音,清濁,喩,羊4
胥,胥,相居,息魚,240,切2 切3 王1 王3 息徐 P2014-2 相居 広,1:9:魚,1:09:魚,130b0603,齒音,全清,心,心4
疽,疽,七余,七余,241,切2 切3 王1 王3 広,1:9:魚,1:09:魚,130b0806,齒音,次清,清,清4
鉏,鋤,士魚,助魚,242,切2 切3 王1 王3 七余 P2014-2 士魚 広,1:9:魚,1:09:魚,131a0105,齒音,全濁,牀二,崇2
攄,攄,丑居,勅居,243,切2 切3 王1 王3 丑居 広,1:9:魚,1:09:魚,131a0301,舌音,次清,徹,透3
疏,踈,所𦵔,色魚,244,切2 切3 王1 王3 丑居 広,1:9:魚,1:09:魚,131a0305,齒音,全清,審二,生2
虛,虛,朽居,許魚,245,切2 切3 王3 P2014-2 所葅 広,1:9:魚,1:09:魚,131a0508,喉音,全清,曉,曉3
徐,徐,似魚,似魚,246,切2 切3 王3 広,1:9:魚,1:09:魚,131a0606,齒音,全濁,邪,邪4
於,於,央居,央魚,247,切2 切3 王3 央居 広,1:9:魚,1:09:魚,131a0804,喉音,全清,影,影3
豬,豬,陟魚,陟魚,248,切2 切3 王1 王3 広,1:9:魚,1:09:魚,131a0905,舌音,全清,知,端3
臚,臚,力居,力魚,249,切2 切3 王1 王3 P2014-2閭 力居 広,1:9:魚,1:09:魚,131a1004,半舌音,清濁,來,來3
諸,諸,章魚,章魚,250,切2 切3 王1 王3 広,1:9:魚,1:09:魚,131b0702,齒音,全清,照三,章3
除,除,直魚,直魚,251,切2 切3 王3 P2014-2 広,1:9:魚,1:09:魚,131b1001,舌音,全濁,澄,定3
如,如,人諸,汝魚,252,切2 切3 王3 人諸 広,1:9:魚,1:09:魚,132a0302,半齒音,清濁,日,日3
且,且,子魚,子魚,253,切2 切3 王3 広,1:9:魚,1:09:魚,132a0601,齒音,全清,精,精4
虛,墟,去魚,去魚,254,切2 切3 王3 広,1:9:魚,1:09:魚,132a0801,牙音,次清,溪,溪3
菹,葅,側魚,側魚,255,切2 切3 王3 広,1:9:魚,1:09:魚,132a1001,齒音,全清,照二,莊2
蜍,蜍,署魚,署魚,256,切2 切3 広,1:9:魚,1:09:魚,132a1005,齒音,全濁,禪,常3
袽,袽,女余,女余,257,切2 切3 王3 P2014-2 広,1:9:魚,1:09:魚,132b0102,舌音,清濁,孃,泥3
虞,虞,遇倶,語倶,258,切3 王3 TIVK75-2 [  ]倶 P2014-2 遇倶 広/切2 王2 王3 P2017 遇倶 P2016 広,1:10:虞,1:10:虞,132b0301,牙音,清濁,疑,疑3
芻,芻,測隅,測隅,259,切3 広 測禺 切3広 王3 側隅 TIVK75-2,1:10:虞,1:10:虞,132b0901,齒音,次清,穿二,初2
無,無,武夫,武夫,260,切3 王3 広,1:10:虞,1:10:虞,132b0903,唇音,清濁,微,明3
于,于,羽倶,羽倶,261,切3 王3 P2014-2 広,1:10:虞,1:10:虞,133a0605,喉音,清濁,于,于3
訏,訏,況于,況于,262,切3 王3 P2014-2 広,1:10:虞,1:10:虞,133b0207,喉音,全清,曉,曉3
衢,劬,其倶,其倶,263,切3 王3 P2014-2 広。衢,1:10:虞,1:10:虞,133b0508,牙音,全濁,羣,羣3
儒,儒,人朱,日朱,264,切3 王3 人朱 広,1:10:虞,1:10:虞,134a0209,半齒音,清濁,日,日3
須,須,相兪,相兪,265,切3 王3 広,1:10:虞,1:10:虞,134a0601,齒音,全清,心,心4
株,株,陟輸,陟輸,266,切3 王3 広,1:10:虞,1:10:虞,134a0901,舌音,全清,知,端3
貙,貙,敕倶,勅倶,267,切3 王3 広,1:10:虞,1:10:虞,134a1007,舌音,次清,徹,透3
殊,銖,市朱,市朱,268,切3 王3 広。殊,1:10:虞,1:10:虞,134b0102,齒音,全濁,禪,常3
逾,逾,羊朱,羊朱,269,切3 王3 広,1:10:虞,1:10:虞,134b0401,喉音,清濁,喩,羊4
區,區,豈倶,氣倶,270,切3 王3 去倶 P2014-2 豈倶 広,1:10:虞,1:10:虞,135a0201,牙音,次清,溪,溪3
朱,朱,章倶,止倶,271,切3 王1 王3 章倶 広,1:10:虞,1:10:虞,135a0307,齒音,全清,照三,章3
趨,趨,七逾,七朱,272,切3 王1 王3 七逾 広,1:10:虞,1:10:虞,135a0606,齒音,次清,清,清4
慺,慺,力朱,力朱,273,切3 王1 王3 広,1:10:虞,1:10:虞,135a0702,半舌音,清濁,來,來3
扶,扶,防無,附夫,274,切3 王1 王3 防無 広,1:10:虞,1:10:虞,135a1003,唇音,全濁,奉,並3
䅳,䅳,仕于,士于,275,切3 王3 仕于 広,1:10:虞,1:10:虞,135b0705,齒音,全濁,牀二,崇2
敷,敷,芳無,撫夫,276,切3 王1 撫扶 王3 芳無 広,1:10:虞,1:10:虞,135b0902,唇音,次清,敷,滂3
諏,諏,子于,子于,277,切3 王1 王3 広,1:10:虞,1:10:虞,136a0406,齒音,全清,精,精4
跗,跗,甫無,甫于,278,切3 王1 王3 甫無 広,1:10:虞,1:10:虞,136a0507,唇音,全清,非,幫3
紆,紆,憶倶,憶倶,279,切3 王3 広 於于 P2014-2,1:10:虞,1:10:虞,136a0903,喉音,全清,影,影3
輸,輸,式朱,式朱,280,切3 王1 王3 広,1:10:虞,1:10:虞,136b0105,齒音,全清,審三,書3
樞,樞,昌朱,昌朱,281,切3 王1 王3 広,1:10:虞,1:10:虞,136b0203,齒音,次清,穿三,昌3
廚,廚,直誅,直誅,282,切3 広 直朱 王1 王3,1:10:虞,1:10:虞,136b0304,舌音,全濁,澄,定3
拘,拘,舉朱,擧隅,283,切3 王1 王3 擧禺 P2014-2 擧朱 広,1:10:虞,1:10:虞,136b0402,牙音,全清,見,見3
毹,毹,山芻,山虞,284,切3 王1 王3 山芻 広,1:10:虞,1:10:虞,136b0603,齒音,全清,審二,生2
㑳,㑳,側治,莊倶,285,広 ナシ 切3 王1 王3,1:10:虞,1:10:虞,135b0803,齒音,全清,照二,莊2
模,模,莫胡,莫胡,286,切3 王1 王3 広/切2 王2 王3 P2016 P2017 広,1:11:模,1:11:模,136b0701,唇音,清濁,明,明1
酺,匍,薄胡,薄胡,287,切3 王1 王3 広。酺　,1:11:模,1:11:模,136b0902,唇音,全濁,並,並1
胡,胡,戸呉,戸呉,288,切3 王1 王3 P3695 広,1:11:模,1:11:模,137a0303,喉音,全濁,匣,匣1
孤,孤,古胡,古胡,289,切3 王1 王3 P3695 DX1466 広,1:11:模,1:11:模,137b0101,牙音,全清,見,見1
徒,徒,同都,度都,290,切3 王1 王3 [  ]都 P3695 同都 広,1:11:模,1:11:模,137b0504,舌音,全濁,定,定1
奴,奴,乃都,乃胡,291,切3 王1 王3 P3695 乃都 広,1:11:模,1:11:模,138a0102,舌音,清濁,泥,泥1
呼,呼,荒烏,荒烏,292,切3 王1 王3 P3695 DX1466 広,1:11:模,1:11:模,138a0204,喉音,全清,曉,曉1
吾,吾,五乎,五胡,293,切3 王1 王3 P3695 五乎 広,1:11:模,1:11:模,138a0605,牙音,清濁,疑,疑1
租,租,則吾,則胡,294,王3 P3695 DX1466 則吾 切3 広 側胡 王1,1:11:模,1:11:模,138b0105,齒音,全清,精,精1
盧,盧,落胡,落胡,295,切3 王1 王3 P3695 広,1:11:模,1:11:模,138b0201,半舌音,清濁,來,來1
蘇,蘇,素姑,思吾,296,切3 P3695 息吾 王1王3 桑姑 DX1466 素姑 広,1:11:模,1:11:模,138b1002,齒音,全清,心,心1
徂,徂,昨胡,昨姑,297,切3 王1 王3 殂 P3695 昨胡 広,1:11:模,1:11:模,139a0102,齒音,全濁,從,從1
烏,烏,哀都,哀都,298,切3 王3 広 [  ]都 王1 DX1466,1:11:模,1:11:模,139a0106,喉音,全清,影,影1
逋,逋,博孤,博孤,299,切3 王1 王3 P3695 TIVK75-3 広,1:11:模,1:11:模,139a0605,唇音,全清,幫,幫1
枯,枯,苦胡,苦胡,300,切3 王1 王3 TIVK75-3 広,1:11:模,1:11:模,139a0805,牙音,次清,溪,溪1
麤,麁,倉胡,倉胡,301,切3 王1 王3 P3695 DX1466 広。麤,1:11:模,1:11:模,139a1003,齒音,次清,清,清1
㻌,㻌,他胡,他胡,302,切3 王1 王3 P3695 広,1:11:模,1:11:模,139b0201,舌音,次清,透,透1
都,都,當孤,丁姑,303,王1 王3 TIVK75-3 丁胡 切3 當孤 広,1:11:模,1:11:模,139b0306,舌音,全清,端,端1
𥠵,𥠵,普胡,普胡,304,切3 王1 王3 TIVK75-3 広 [  ]胡 P3695,1:11:模,1:11:模,139b0503,唇音,次清,滂,滂1
齊,齊,徂奚,徂嵆,305,王1 王3 P3695 倶嵆 切3 徂兮 TIVK75-3 /王1 王3 P2016 P2017 倶嵆 切2,1:12:齊,1:12:齊,139b0801,齒音,全濁,從,從開4
黎,黎,郎奚,落嵆,306,切3 王1 落奚 王3 郎奚 広,1:12:齊,1:12:齊,140a0103,半舌音,清濁,來,來開4
妻,妻,七稽,七嵆,307,切3 王1 王3 七稽 広,1:12:齊,1:12:齊,140a0502,齒音,次清,清,清開4
低,低,都奚,當嵆,308,切3 王3 當兮 王1 丁兮 TIVK75-3 丁奚 DX1466,1:12:齊,1:12:齊,140a0605,舌音,全清,端,端開4
嗁,啼,杜奚,度嵆,309,切3 王3 度[ ] 王1,1:12:齊,1:12:齊,140a1002,舌音,全濁,定,定開4
豍,豍,邊兮,方奚,310,王1 王3 方[  ] 切3 必迷 P2015-2,1:12:齊,1:12:齊,140b0902,唇音,全清,幫,幫4
奚,奚,胡雞,胡雞,311,切3 広 胡鷄 王3 乎鷄 P2015-2,1:12:齊,1:12:齊,141a0303,喉音,全濁,匣,匣開4
雞,雞,古奚,古嵆,312,王3 吉嵆 切3 古兮 P2015-2,1:12:齊,1:12:齊,141a0105,牙音,全清,見,見開4
鷖,鷖,烏奚,烏鷄,313,王3 烏兮 P2015-2,1:12:齊,1:12:齊,141a0605,喉音,全清,影,影開4
倪,倪,五稽,五嵆,314,切3 王3 五兮 P2015-2,1:12:齊,1:12:齊,141a0804,牙音,清濁,疑,疑開4
醯,醯,呼雞,呼雞,315,切3 広 呼鷄 王3 呼兮 P2015-2,1:12:齊,1:12:齊,141b0106,喉音,全清,曉,曉開4
西,西,先稽,素嵆,316,切3 素雞 王3,1:12:齊,1:12:齊,141b0206,齒音,全清,心,心開4
梯,梯,土雞,湯嵆,317,切3 湯稽 王3 他兮 P2015-2,1:12:齊,1:12:齊,141b0803,舌音,次清,透,透開4
鼙,𥀷,部迷,薄迷,318,切3 王3 歩迷 P2015-2,1:12:齊,1:12:齊,141b0904,唇音,全濁,並,並4
臡,臡,人兮,人兮,319,切3 王3 P2015-2 広,1:12:齊,1:12:齊,142b0801,半齒音,清濁,日,日開3
磇,批,匹迷,普雞,320,切3 普鷄 王3 匹兮 P2015-2 匹迷 広。磇,1:12:齊,1:12:齊,142a0102,唇音,次清,滂,滂4
齎,齎,相稽,即嵆,321,切3 即黎 王3 祖稽 広,1:12:齊,1:12:齊,142a0203,齒音,全清,心,精開4
迷,迷,莫兮,莫奚,322,切3王3 魚兮 P2015-2,1:12:齊,1:12:齊,142a0405,唇音,清濁,明,明4
泥,泥,奴低,奴低,323,切3王3広 奴兮 P2015-2,1:12:齊,1:12:齊,142a0505,舌音,清濁,泥,泥開4
谿,谿,苦奚,苦嵆,324,切3 王3 昔兮 P2015-2,1:12:齊,1:12:齊,142a0702,牙音,次清,溪,溪開4
圭,圭,古攜,古攜,325,王3広 [  ]携 切3 古[  ] P2015-2,1:12:齊,1:12:齊,142a0803,牙音,全清,見,見合4
睽,睽,苦圭,苦圭,326,切3 王3 P2015-2 広,1:12:齊,1:12:齊,142b0107,牙音,次清,溪,溪合4
攜,擕,戸圭,戸圭,327,切3 王3 P2015-2 広,1:12:齊,1:12:齊,142b0404,喉音,全濁,匣,匣合4
栘,栘,成臡,成西,328,王3 P2015-2 成栖 切3,1:12:齊,1:12:齊,142b0802,齒音,全濁,禪,常開3
睳,睳,呼攜,呼圭,329,王3 呼攜 広 ナシ 切3,1:12:齊,1:12:齊,142b0903,喉音,全清,曉,曉合4
烓,烓,烏攜,烏攜,330,王3 広 烏圭 P2015-2 ナシ 切3,1:12:齊,1:12:齊,142b0803,喉音,全清,影,影合4
,銈,,五圭,331,,,1:12:齊,,,,,疑合4
,祇,,巨兮,332,,,1:12:齊,,,,,羣開4
佳,佳,古膎,古膎,333,切3 王2 王3 P2015-2 広/切2 王2 P2016 P2017 広,1:13:佳,1:13:佳,142b1001,牙音,全清,見,見開2
㥟,膎,戸佳,戸佳,334,切3 王2 王3 P2015-2 広。㥟,1:13:佳,1:13:佳,142b1003,喉音,全濁,匣,匣開2
牌,牌,薄佳,薄佳,335,切3 王3 広 [  ]佳 王2 歩街 P2015-2,1:13:佳,1:13:佳,143a0108,唇音,全濁,並,並2
媧,媧,古蛙,姑柴,336,切3 王3 姑祡 王2 姑咼 P2015-2 古蛙 広,1:13:佳,1:13:佳,143a0302,牙音,全清,見,見合2
蛙,蛙,烏媧,烏緺,337,切3（哇） 王3 P2015-2 烏蝸 王2 烏媧 広,1:13:佳,1:13:佳,143a0309,喉音,全清,影,影合2
咼,咼,苦緺,苦蛙,338,王2 苦哇 切3 口騧 P2015-2 苦緺 広,1:13:佳,1:13:佳,143a0402,牙音,次清,溪,溪合2
柴,柴,士佳,士佳,339,切3 王2 王3 広 士街 P2015-2,1:13:佳,1:13:佳,143a0501,齒音,全濁,牀二,崇開2
釵,釵,楚佳,楚佳,340,切3 王2 王3 広 初柴 P2015-2,1:13:佳,1:13:佳,143a0604,齒音,次清,穿二,初開2
竵,竵,火媧,火咼,341,切3 王3 大咼 P2015-2 火媧 広,1:13:佳,1:13:佳,143a0802,喉音,全清,曉,曉合2
䍲,䍲,妳佳,妳佳,342,切3 王2 王3 広 奴权 P2015-2,1:13:佳,1:13:佳,143a0806,舌音,清濁,孃,泥開2
崖,崖,五佳,五佳,343,切3 王2 王3 P2015-2 広,1:13:佳,1:13:佳,143a0903,牙音,清濁,疑,疑開2
娃,娃,於佳,於佳,344,切3 王2 王3 P2015-2 広,1:13:佳,1:13:佳,143a1003,喉音,全清,影,影開2
崽,崽,山佳,山佳,345,切3 王2 王3 P2015-2 広,1:13:佳,1:13:佳,143a1008,齒音,全清,審二,生開2
㗨,㗨,火佳,火佳,346,切3 王2 王3 広 大佳 P2015-2,1:13:佳,1:13:佳,143b0103,喉音,全清,曉,曉開2
扠,扠,丑佳,丑佳,347,切3 王2 王3 P2015-2 広,1:13:佳,1:13:佳,143b0201,舌音,次清,徹,透開2
䁲,䁲,莫佳,莫佳,348,切3 王2 P2015-2 広 草佳 王3,1:13:佳,1:13:佳,143b0202,唇音,清濁,明,明2
鼃,鼃,戸媧,戸咼,349,P2015-2 戸媧 広 ナシ 切3 王2 王3,1:13:佳,1:13:佳,143b0204,喉音,全濁,匣,匣合2
皆,皆,古諧,古諧,350,切3 王3 広 革諧 P2015-2/切2 王2 王3 P2016 P2017 広,1:14:皆,1:14:皆,143b0301,牙音,全清,見,見開2
諧,諧,戸皆,戸皆,351,切3 王3 P2015-2 広,1:14:皆,1:14:皆,143b0701,喉音,全濁,匣,匣開2
排,排,歩皆,歩皆,352,切3 王3 P2015-2 広,1:14:皆,1:14:皆,143b0804,唇音,全濁,並,並2
乖,乖,古懷,古懷,353,切3 王3 広 古淮 P2015-2,1:14:皆,1:14:皆,143b0906,牙音,全清,見,見合2
懷,懷,戸乖,戸乖,354,切3 王1 王3 P2015-2 広,1:14:皆,1:14:皆,143b1004,喉音,全濁,匣,匣合2
匯,匯,苦淮,苦淮,355,切3 王3 広 口乖 P2015-2,1:14:皆,1:14:皆,144a0302,牙音,次清,溪,溪合2
豺,豺,士皆,士諧,356,切3 王1 王3 士皆 P2015-2 広,1:14:皆,1:14:皆,144a0305,齒音,全濁,牀二,崇開2
